dataset,query,duplicates
gossipcop,8623372582104664734,8623372582104664734 11936883551532373580 12673509971708489136 7015031487873480619 8403859850349192524 16825458760271544958 9126067547915682410 3101480502133843001 1994440366543211209 4018446541802264384 9566153390742756085 5219890978169822456 16825458760271544958 16825458760271544958 117594408544901975 13496118892783745448 3330926641761711966 4710394547204305546 8765523610862764112 16825458760271544958 13972566271844215547 8159977063191091896 11237231057938965189 17858370088154960921 7554995078236719451 16312197254256461834 4831302058273922805 8749420914873251323 16825458760271544958
gossipcop,15740224298195815467,15740224298195815467 11516689460602202375 13224843190148012772 16825458760271544958 16825458760271544958 7061687647322684434 6011648359629863376 1655946248782179783 1744674884735856216 10604990104553705842 13482639727694433809 14103512813794023159 8327949859346747581 878142990001990363 17872891809942660914 16825458760271544958 12882719331270492295 17561772501050969382 1053142614854911749 9260113915920507178 4695138012074609949 13296502669747668839 13164175442023694807 16599273372825724763 7667300991060091276 13468893470656512312 15876847204854033524
gossipcop,6811271685000266000,6811271685000266000 2642006160661617523 17469883134187101298 12934912938727627310 2639887782001074539 16312406643107342069 9260028099738751805 16825458760271544958 8782028462345473542 16825458760271544958 14803303178636832491 3674393346467551248 16230415174050857450 7055291638160332674 11014399763400900312 15926098011688376747 16825458760271544958 16825458760271544958 17308529639023526012 16825458760271544958 14085162802843761435 12047308181518875836 2311449751423324788 16825458760271544958 16825458760271544958 16825458760271544958 4330735941538749942 2717583688577782057
gossipcop,15547688811159564189,15547688811159564189 10445907296307130558 16825458760271544958 16825458760271544958 16825458760271544958 7508160094252510623 16825458760271544958 4185053706281188270 1410005213810681014 3476733499336737274 1580034060259363358 11983776347251205241 11556502575411251306 16825458760271544958 4651549648979091683 9263710656935678983 18008683480395111392 7882481839151874136 48290342077097033 2553870766053673735 12096889915750481776 4918074534739088795 16825458760271544958 12272064782313075781 2353117968822111679 6641348890209345785 14036631731775859320 178609103505595541
gossipcop,10242887972207085108,10242887972207085108 12441524171265220186 16825458760271544958 13767367872878078909 16825458760271544958 5336178578512037408 16825458760271544958 16825458760271544958 271953791171477258 9954678072315954748 17345469498453198143 246397827356193823 16825458760271544958 16825458760271544958 16825458760271544958 2761181766911222300 16825458760271544958 10926042573831554675 8738444636586088205 16825458760271544958 1259752734722640332 9526904262318117773 9509282286807712391 5806648119159702367 5400120251217274372 4687075152389948496 5680802531819545432 16825458760271544958 878308933312782910 7206418786634113736
gossipcop,16525425587588697127,16525425587588697127 16825458760271544958 16825458760271544958 1319189240306099676 16525429985635208231 16825458760271544958 16825458760271544958 15486386967963894708 16825458760271544958 15028111578173317939 16825458760271544958 5028308626143497173 18186954271126197417 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 12069934361911887215 6666062728134193996 16825458760271544958 10444957614643907125 4027673186456596302 16825458760271544958 10450387380391717968 15056114726758363587 5168107708730453183 6065268469780804498 1418345390659215029 16825458760271544958
gossipcop,9930891539248908181,18067649715763123060 7111931927542974639 18327261419366260327 12048169124758440183 9510324200033526760 320258760402913244 16825458760271544958 10942883475673799863 15560668950975364324 6417948576056478208 10918495418547228039 7105733128097799883 13980486367961159145 6964867607697924259 9725676470132083941 5283409868195728491 5692198684133777301 6524343999767107757 2430713711044487996 5893945047652634954 11548370605045605685 6219685029749590128 168838699433772392 15714949414222153525 7864809617890273945 9408163426110295459 10824985429252058438 7936754200182188560
gossipcop,5506194646841982422,5506194646841982422 16670061738603620946 6947685970297121900 8485801087623547091 17810345431278834518 8171185242471803720 2918867918868460687 16406551665842415825 16825458760271544958 16825458760271544958 9995736024139592300 15130918447128419245 16670061738603620946 16825458760271544958 4617635073210015874 16825458760271544958 2144623077882084356 16825458760271544958 16825458760271544958 442855048210705752 10639929711789739160 16825458760271544958 15657384991352963278 18257894272292283846 391407179336544002 18169161160526587459 16670061738603620946 16825458760271544958
gossipcop,11991862516124401222,10593636610074465447 8522344102825232106 11071173898630256424 11991862516124401222 2751791410508964507 15289017315234776558 16825458760271544958 493319204315053741 16825458760271544958 17870846505689925370 394857915230345668 8515080483759973087 17520239108459028321
gossipcop,8623372582104664734,8623372582104664734 14824416107308132221 15560668950975364324 7845843472016735040 9689549003529772023 663193585213779951 1157999070476505044 10039411430657301441 115431123970147526 4346058706613942201 10039411430657301441 16825458760271544958 10046833037369001829 17099068394321685673 16825458760271544958 5581678006981524587 4870571475762052291 4191445700011111634 13633598781241799969 4694028118707689507 13124269224401896347 16895966838556743076 9452081518874702057 3177266428951657888 16825458760271544958 14483180345243055537 16825458760271544958 1070116789649225228 11051080377406036444
gossipcop,7035334073555755304,7035334073555755304 4714227062426846353 18217238926578409507 17410066245315948660 4614111072312681712 5280438908093842517 2144623077882084356 2144623077882084356 5013071132456559503 2613635900974862930 16825458760271544958 13839688511459414185 16217586945853085859 648456750143274801 9825911719506348172 800889460661261010 16825458760271544958 8564569107730414135 11341426864261837819 6342176989569874674 16825458760271544958 13952128218720500664 2540550813568260508 16825458760271544958 9086544391728397687 12126386275721256291 13460376304467504056 16825458760271544958 1198139307731456738
gossipcop,6516160494962910637,651005798132719641 651005798132719641 6507153021904266671 6516160494962910637 12936144819432915135 9196788835997868695 8085306792489701011 18145541432771278356 12907679676227112777 11731933391217902164 473114782030433221 17601406303787491969 17850828981398371552 14014652975504177563 12327227166325282073 7532336869928555444 4451055826429073216 11262992817519209658 7504923627102562990 795653005918160807 12856340729971340747 1286896696762360327 1247026895871382016 3645008796545982997 16825458760271544958 16825458760271544958 471540715905811150 12302527841770043389
gossipcop,6728556258125257661,6728556258125257661 3503840187275150106 16825458760271544958 2144623077882084356 3312370439791914168 9911733083271470753 17821549001161852081 16825458760271544958 16825458760271544958 15425371336501104969 4022552026768686116 804028278824960200 14838785029785773085 6767141644116754561 6087426981085326662 3026592844010377387 5122072523712752134 16825458760271544958 16825458760271544958 16825458760271544958 3499310884869868500 16825458760271544958 10339059378601407945 14775593222370333313 15775941876241055823 16825458760271544958 16371126697530205199 16825458760271544958 16825458760271544958
gossipcop,2488575700820752637,2488575700820752637 12934912938727627310 5317999976019505163 7550650473968668683 3712763986216681663 16825458760271544958 8702525798980306482 4796099456622624855 17872270704075707150 8419500204109380428 8643708013203909550 12715893154790389673 3297656091879183517 17334483665527166036 6186350843089255346 6291169267279545690 12032750413074614842 8660197205617994974 9097396157461542439 8999725752025892720 3667625885817669469 11627225869026452752 1859878955416047055 16825458760271544958 16825458760271544958 5933876400026594588 16581857662537430437 16825458760271544958
gossipcop,8290587443188853353,3775712701246569477 16825458760271544958 16825458760271544958 16825458760271544958 2417346338812367912 15065160371512917774 4042356282996263418 228717248889504195 3110251558369455338 16825458760271544958 3844969501723050423 16825458760271544958 4890149966099426132 16825458760271544958 16825458760271544958 17140660329010597048 16825458760271544958 16825458760271544958 9554489764381338960 16825458760271544958 5858533807508111819 16740147683997264792 11368783782431175084 18760272692831987 16825458760271544958 16825458760271544958 10918495418547228039 16397043801255135262 215927947265133571
gossipcop,4798726843967308975,4798726843967308975 6013450274271173862 2865502960438283367 16825458760271544958 16825458760271544958 11708863603838416016 9077979534103807529 10693895661337779612 9496015895206875189 16825458760271544958 15560668950975364324 10367053633608209501 15711969367327653416 11778112652543080845 15311931565043110690 11430374899350551788 10350972014411674128 15408922815253952432 1555851757289486897 8788202986720640159 4999059450541132932 12116330900794520691 15580785353659792409 10449539996697460776 4918074534739088795 14009707799805359174 17113423876933619346 14641426747657457384 17604265621856242858
gossipcop,4298304460871849860,4298304460871849860 10049352476115205337 1619589715836212072 3775713799682284551 17678707584637419103 12634803046679689161 4990650766298528257 1153276030912506836 5382263900033038051 14869750801817408344 17539860588756487976 1542544793077101200 16825458760271544958 16825458760271544958 6545705703638015036 16825458760271544958 7267560438125012377 495213592322667847 1240840943205499036 5432007355464138309 16825458760271544958 16825458760271544958 473592801880187263 16825458760271544958 5715894714640373565 1148594940204497213 11643864929400191570 16825458760271544958 13528028367902596406
gossipcop,14407217075912180352,14407217075912180352 304790047564113973 16825458760271544958 6377102702005372664 17305302250684173955 15192264247010978714 16327317716944203652 1088188981227152943 12308294247242585078 16825458760271544958 2742146083166472656 1317566277282201824 18019555755465193541 249950833919823922 7519684959573676820 16825458760271544958 9389242969915304268 3354913789960574945 13532305884275855380 3379053794081170031 3372231803277858724 6409685508813121880 10415762188897261814 2326708676685660566 18039302640995709899 9835664721126495139 335943972951428344 6403382875623064272
gossipcop,3708162116303249381,3708162116303249381 11213480953847325081 14444048446507032778 714520116918463237 8187539989494565531 12118912054445843737 11697155765676125832 16825458760271544958 12424490121299412763 13478592967035875886 712728575844811172 6715613937530874172 3009316549618963079 16825458760271544958 13411610454597663394 712939652016914877 3386943423364946946 16825458760271544958 4918074534739088795 14604385588002968449 8838912204342313479 16825458760271544958 712728575844942247 16825458760271544958 2065401264763516191 16825458760271544958 9679183241712244332 16825458760271544958 14604385588002968449
gossipcop,17816815933243424936,17816815933243424936 14033560526614681634 14069731110028826658 16825458760271544958 15492561722919678283 3712769484045222079 16974249178994415050 9204647802051495012 14811845023756284363 5789532299465590018 16825458760271544958 16825458760271544958 14811845023756284363 6077833042214167826 6965525458440339718 4289015134641374656 720631613621616646 17776776991025242200 15210445943181832663 10539998530876631090 3463391748816776074 15117522130300535406 16825458760271544958 2989468809094479321 808532595303452597 9600674372916317059 16825458760271544958 15070099757786597585 6477587821332194441
gossipcop,11123899067863069633,11123899067863069633 15908375003327470689 4796599629582218116 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 10250652260443216500 4789901945904843618 4087538052900442264 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 12973489323366632616 5802037142773287075 16825458760271544958 16825458760271544958 16445704837718170980 16825458760271544958 16974355113223791295 14787536232345105825 17449402511600286536 14812288561358022456 16825458760271544958 11647034762167200138 5765322206838268940 2191500088942209655 10309527246659557653
gossipcop,2649877455917908685,2649877455917908685 1647732818659970642 1423922314169518218 5437693641490872528 2660019987075808265 1025132306635124521 16825458760271544958 16825458760271544958 16825458760271544958 10862260230662873772 8457715305850456385 14142548067329368293 7500061687545190572 16825458760271544958 10574512422839731789 8736092284769042126 17712169188030342049 14490788035540983785 4918074534739088795 3327037010298800129 7911850185020500027 16825458760271544958 17879697078386612956 639673001739583611 16825458760271544958 17498168007209334536 16825458760271544958 1799027906748398035
gossipcop,13754718803118668971,12146954193986777687 13754718803118668971 16825458760271544958 10464941375712567572 2234449737388781738 8951619518107264403 14740480468608522986 1587918245511017713 14432449942485950074 26740407174841685 999520041237474320 10155615350579594708 16825458760271544958 10467007799518022235 3220085883066057744 14581238241238869208 16825458760271544958 596591069149192646 15459178900935683781 4371548008110322001 12133803763195561012 2460522455030926856 1328072994821834906 15945059047921950019 2366667939477975866 6954466105926724922 16825458760271544958 2219079460010676056 2330217162808037734
gossipcop,14288594058929187231,14288594058929187231 434377121936449666 14288594058929187231 2567801439661066568 9811894563417524710 17958838696550743799 14234715826870520408 16874903696888739878 180909748309379842 9303324404260275102 4838836604413152195 1074759222535423037 1880265805620524482 16825458760271544958 14491502511076672462 644122183321017627 16825458760271544958 16825458760271544958 12467331431034401805 3514547495930614224 183856303733592399 7856974478531757166 806104912082592068 200080479261063264 2218185557451743237 8715799677054408707 12810346597497628306 10085527681418664142 11687849033359877556
gossipcop,6110655248077924293,6110655248077924293 16825458760271544958 4790296066634972041 16157841915413682371 17492823469411389972 9508033138048329463 14082368780007450279 11872782530034556403 16759781404679148798 17215663085761638340 1782696078826446878 535394024284541638 1190065279950742740 1153554850968320579 2230193966264177120 5240760928303389784 6541265900671242837 5365298166649361390 14999368335963222318 16881797346326108404 16917920114520602544 9983989631494230454 12752855619416202241 12777759053887963770 16048197415938348829 1501147356087721376 2372992972142459336 16825458760271544958 17991919518729847309
gossipcop,10204099521471969602,10204099521471969602 16825458760271544958 1408231309854858090 16825458760271544958 2809274415007330587 3324754795031159028 6495304660314971743 15953478456468006340 16825458760271544958 16825458760271544958 17299928721966733003 13531545157278581354 14191973476418862807 16825458760271544958 15720145610735318837 16825458760271544958 33835416379370050 18278059213855806856 14606532968386886333 16825458760271544958 11712896673739537349 13162356726113060707 3857466568168965911 13296502669747668839 3186801855137908302 15718356531969813430 10905071651159073277 10508150265889507002 17469534149571833283
gossipcop,14950404990083599430,3615697920709726119 16825458760271544958 1760971363709659692 15560668950975364324 16178322073514829259 9250135797900174791 10918495418547228039 5885928189442468714 9682179739177508903 9391452842235715121 6989598553737717887 4215379705825656318 11647056555148328545 13341351897229796321 13482922986291769962 8782028462345473542 9446450624683283311 6025824357593743671 16825458760271544958 16418736865112470713 16825458760271544958 6445264809714990926 8757241604097762978 10560042099136250466 17416065126337597651 15032318382767947300 13980486367961159145 6534860040051467464
gossipcop,1170157135648350223,1170157135648350223 2743763411123512074 6374041626819962541 4080172602221027738 3550507656786616752 11026395224761362266 3237503060632137586 8195862191578675160 18255013391169814000 743434248558693104 16825458760271544958 17450193693230671826 2567801439661066568 3648871062624024505 16825458760271544958 16825458760271544958 17887962067500112992 9783042418374173300 16825458760271544958 4436448979782999913 16825458760271544958 1273387696005114839 16825458760271544958 4219093654066696440 3910614962456099747 16825458760271544958 16825458760271544958 9685534105098156845
gossipcop,14037043718847616635,14037043718847616635 16825458760271544958 18179814304281240576 7349132348759543951 16825458760271544958 44800033191636559 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 15560668950975364324 16825458760271544958 16825458760271544958 10456225569897014848 9391416721631483355 2567801439661066568 16825458760271544958 6743847106433541939 16825458760271544958 6923879257349611917 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 10601463766836670184
gossipcop,6383978830153496190,16825458760271544958 9238819913771077488 6383978830153496190 16825458760271544958 16825458760271544958 16825458760271544958 10520452858936936755 3761633385016193945 16825458760271544958 1798032321383721156 16825458760271544958 3424105417244062831 6457612971229090133 5090467754385272258 16825458760271544958 16825458760271544958 14097850050086528427 7372732487195210612 950508735692633042 16825458760271544958 5090467754385272258 16825458760271544958 16825458760271544958 16825458760271544958
gossipcop,2146405908293599364,2146405908293599364 9577160399964880968 16825458760271544958 16825458760271544958 17428754947597829312 16825458760271544958 11443108006654743886 9016479517581716081 14485656871100779035 5680802531819545432 16825458760271544958 5680802531819545432 7429810094317685633 2919518041689916420 6536832314651508118 16825458760271544958 10068478957453962465 16971934870861370453 536299169199989865 6587756831329925528 4118839026752684434 1936784607855881159 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 5293539541660935538 8755259520726077383
gossipcop,1597738154943116400,1597738154943116400 1852927904323985532 616022657472130564 17121855075430532477 2642298548631212940 5686450632414668244 11098236445866265206 873708451756415724 11302202192336898001 5929772395512168383 17980384314780955476 34153726572349209 4596017226164016780 16825458760271544958 10522178711500532904 5775494131581281472 6947869796116776312 17607859765991838280 14355689033841570820 8623372582104664734 2406826983202769532 1639798905195700246 16825458760271544958 8629628732203937469 5359527073886574436 5736405639810290120 16825458760271544958 7209623735365803297
gossipcop,2458133040052029927,2458133040052029927 7260428240965076800 2219679202175623877 8829660323434823772 16261414726231596526 4634693905831644417 976236390331894967 3452407520185404836 14125943604563096454 14168430444908786925 16195068466414117485 4634693905894820101 8973729665231358799 4886568419492430501 8396291411410224010 11499874390045333990 16209917430186760315 4886568419492430501 4694442686327057588 357341711728481411 2673647783312232174 8561791633557852803 4169287783784419651 9180204827561518405 11697431016958140303 7814873693659135628 16825458760271544958 7085432336714868267
gossipcop,6333357692182117299,6333357692182117299 140265079927251402 15362608909449794095 15507150433936835407 6333920354373254066 16918024944420294258 14371662920320358283 4736924315149662837 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 17120396730727967781 16825458760271544958 79088806104834001 16825458760271544958 12793913897347065208 10438253339207709676 16825458760271544958 11786787621310067910 16825458760271544958 3937746267428442291 8790670073251835230 1787503471933991780 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958
gossipcop,2484625485769225213,2567801439661066568 9438603967726574527 2484625485769225213 3751135311306885629 4088136977370432247 10377074831955791195 4342222663109647729 458216551652222922 16825458760271544958 8140084981341736351 16825458760271544958 16825458760271544958 16825458760271544958 17905258184056482274 18329769063813053830 12715949323255527395 15104270484550815674 8586186179970712172 536299169199989865 16825458760271544958 16825458760271544958 9769502609995451232 15136900360319228905 16825458760271544958 8407030227239122889 4431619497719854537 8329834965319093036 16825458760271544958 17626248505105865263
gossipcop,10620066045402457835,15877123113499112263 234046056121172888 14708723627979399894 2209771449432811423 10620066045402457835 1425423765627067123 10361822447728210046 5283035016871618979 6795328048349782538 16825458760271544958 16825458760271544958 11265129144912605190 8327949859346747581 16825458760271544958 16166763133840442770 16671091253969923180 7795332648590685727 12368439614097138700 8924333652388648849 3552464145316389572 6007054393860840470 17687487246488421979 2981439864707559250 10003241219217236595 2714246133773101320 2490104147414696105 14607803563756692152 10695238657842703143 8715398391964424320
gossipcop,14163242824554175040,14163242824554175040 7711642620248448419 3027921281437241479 13011473770446239179 15314735908971089762 15909943324050735209 16825458760271544958 14179683667338856232 14737882910273493027 7577116032005315488 4918074534739088795 5702765071758317987 14449059901003727678 7716151184321141155 4693237241324079648 7046303135050645518 15560668950975364324 15948309366598897107 14350554644284445070 1267620518406520641 13247613749431222450 5726857847552327882 16825458760271544958 3858822567685890186 7603582901114606516 17126163456671339523 8623372582104664734 3304597628573053204 16825458760271544958 14237036163803885591
gossipcop,8623372582104664734,8623372582104664734 12425128530047230353 8257917048499478196 13150308314550654833 3312494767034904433 2891155223477071827 16825458760271544958 3354913789960574945 13916518418745189895 5915880924841221705 13466526922695876245 10540189233761373286 17561680116513196331 16127833399392245235 15098665649182657124 14609757953132660606 2560320758731261912 1059996858338155759 10169377617231382569
gossipcop,17312561449694479385,17312561449694479385 1520533609871039835 9327598894952439232 17529825839435132290 15560668950975364324 711100550980786832 2806884190494171683 7431742781499534308 855593198606194596 5073037572076159775 16825458760271544958 3775713799682284551 3926908534510674395 15785821678960872201 16825458760271544958 8714810960315152961 15334646543292464188 6755209537120419129 3712357288683545738 16825458760271544958 7245415295394468464 13753482076378155451 15615576047014207882 16825458760271544958 16679624999954515561 4774283504417139389 1621319899122028179 14852003626602084147 16825458760271544958
gossipcop,10087070100600021561,10087070100600021561 11825286491261321889 17837560870356979926 15857580165831862861 14181201817616996239 12086316548623524768 16349484130110277732 11572274499409086609 10637559327205188609 16199444603639392354 2632053429182662943 14171340016117628938 15094776169540803734 3964998877230870148 2261433683086882788 8355561846108066444 7712621662674821600 2468108763585530553 8972118486106533246 16526812877200833510 16794684228244649147 3840179997423991876 16825458760271544958 14380856207088774694 15301618078723367480 12798485055064425031 17332747970075961386 16825458760271544958 8100993575614902988
gossipcop,15989086324363989225,15989086324363989225 26740407174841685 16825458760271544958 16825458760271544958 16825458760271544958 3043014716433209539 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 4316834531504414682 16825458760271544958 8561660503290214459 17711586839982430885 8919671302098649591 12625944331085892219 17433217662850281668 7007181429498545601 14506446328003871821 17080087255587869894 2730532122842459030 49335243706624957 12937248074437590535 15559868720656240181 16108743151771122863 14941166788099973608 7862994186952082446 14778644457095379161 16825458760271544958 16987856958518272624
gossipcop,5302279938765786684,5302279938765786684 13862120545067411614 16825458760271544958 18217785577865053820 15642963007024868423 15639585305158913103 15637190568565181519 17215536760703969143 9890316624138805755 16825458760271544958 7002545644582146835 1103504320999110695 16825458760271544958 16825458760271544958 11295658097933757695 18346886106834960798 17482882134254069480 11468042538875922915 16465769133609485984 9314528141760470091 9244507125126611361 15500912832419590015 5680802531819545432 3726672999127908389 16825458760271544958 16759758942311100686 16825458760271544958 3904766182371353186 16825458760271544958
gossipcop,2979485822650427821,2979485822650427821 14561287812435020661 16825458760271544958 9430705698076263911 8518498695080289606 16825458760271544958 16825458760271544958 16825458760271544958 11060427453177549076 16825458760271544958 15170940124629304585 16825458760271544958 16825458760271544958 8623372582104664734 16825458760271544958 13479131739733991331 5251769785270440146 12643262170195804584 16825458760271544958 2634707286673737381 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 13622422472450312350 16825458760271544958 16825458760271544958 5293539541660935538 16825458760271544958
gossipcop,6797483805577168879,6797483805577168879 389563367228228412 16825458760271544958 2055811000611351402 1399710894052026638 10407274725893851987 16825458760271544958 9310680267226143958 1066373223677432153 6302502861871998419 16825458760271544958 16825458760271544958 1860829754884188022 4052317030251048637 17635868698123241263 9947852214605353568 2131401616172455756 3135929373679169498 16825458760271544958 16825458760271544958 9798570444637329909 16825458760271544958 16825458760271544958 11680264391566701235 16825458760271544958 10946938427424175263 973256994292598963 18059729188179001603 3475869891734149918
gossipcop,5318730401595965501,9509489472040897740 15181101425469072744 10038326219213294652 14541075030838887480 14770142866280063162 22049781593607250 1695799053117338569 11796491442049174176 12296167707216949577 12442898719086509279 158466446795199716 16825458760271544958 1484605748684241947 10918495418547228039 6709245810779273555 723599669587154114 7074046467146163401 15150111948577250629 13667985342104685161 6633248411515400293 2890917892309292105 16825458760271544958 16825458760271544958 746788746690153815 16825458760271544958 8843673089864079726 6996641388477075730 12533168599452094692
gossipcop,3060865023288973880,14803303178636832491 3060865023288973880 9438603967726574527 6511774986843631632 17459486058697648368 2567801439661066568 12033773493225222062 16825458760271544958 16825458760271544958 8623372582104664734 4349031975579677443 12692590934877291918 3427394072957114116 13905767198523154106 16825458760271544958 11343581633547165644 16825458760271544958 8623372582104664734 17077452002188047872 11655352487842496542 2590791967904014445 4490831606219629724 2477883617305293903 17483529947324285325 2745740282812753790 12112388235486485573 16825458760271544958 472120600550465113
gossipcop,6683635567792954840,6683635567792954840 15333699618384251216 14408513903062766919 16497226653311162649 16641185290301935660 3772893342554809986 8112542059364105698 488117336827922189 17524793454100246411 2789913720224516426 2474382824122913233 16825458760271544958 16825458760271544958 5256997353040364177 7549909369494609393 553505735174010579 13957191394987492818 2791962230760085358 5446127542806813161 7884195099657189407 14614615967879836516 14614615967879836516 11516935733615952743 16875485513095092404 16825458760271544958 16825458760271544958 4167062662026527550 16825458760271544958 26740407174841685
gossipcop,16886817825706480333,16886817825706480333 13481541212059906542 16825458760271544958 8122375139749465060 16886817825706480332 8260352424514618233 12684405208520333732 18273093717855382483 7510881945809256540 10390092006285632451 1853141474676847552 6552981865142362995 5265890467818102703 6340478071781137246 15580149201001279857 3631595160581030597 17413205324414394830 218944386291684465 5385659068553267092 2636186751600340298 8172112719595452878 8599983198555959862 7505347405540237433 11141412647940723810 7124668020803690400 6031691098824294753 18177514628181012436 7515912018924251130
gossipcop,8916890828013216541,10470169133739101541 18260444249975085680 8239338905686359154 823345309477493922 8273040670464609051 2302951344356674589 1526581487704514416 230544914423890490 2891928682177950959 15778809897153582162 6149526462664348874 9488608552494366446 2636186751600340298 6144074652708572197 9403801982413996452 1429416302179330900 5429589324629995706 13851089243506343651 2596173006420003944 14146514273585297051 12780406667273217975 9343112923366505320 16825458760271544958 9374633742484073522 12628589965643392562 11061131653933453465 7281652567138150976 3299379532665728258
gossipcop,11466201364366626600,11466201364366626600 16825458760271544958 15560668950975364324 16825458760271544958 4360510082591822121 16825458760271544958 16825458760271544958 10146947817834699062 16825458760271544958 16825458760271544958 1000738633633154401 16825458760271544958 1732602303621020893 16825458760271544958 18085704123862907307 16825458760271544958 16825458760271544958 2505476784319664112 9830337632222757018 111197839526401712 1468309799492128717 13799895209749827146 16825458760271544958 906170941731031030 16825458760271544958 7839133754877049444 16825458760271544958 458706609341739810 8058806573186086612
gossipcop,1274965492163260425,1274965492163260425 11425274171668574600 1825967580789533194 660732678520741956 2636186751600340298 16912075125958291074 3293431357250056997 1776840047505767149 15155963291424008355 4693237241324079648 4583014645184609131 9940916258396221385 1852403154248791841 10040301043779161124 5974880755430079939 3707199360070578531 13185293693988517173 7637682355861170554 5097877212595633111 1074759222535423037 16952283069768453252 698056241304628197 16825458760271544958 16220867450763385619 8490885476860543812 16271070368290929876 565653149346674652 6170382630413201485 9696159744363866149 359078204264409771
gossipcop,396709657642562794,16825458760271544958 7459426996096431338 396709657642562794 16825458760271544958 6493867548519537207 4433019047692769387 13428746530060931597 14809374152444175598 8132929131264269403 13522874067124671080 16090845094324206267 16825458760271544958 9078666773125133897 16825458760271544958 16825458760271544958 13352530592798577819 16825458760271544958 26740407174841685 11217046949122314893 10808828958262570370 15053613047597571077 569068134972050554 4146011443913900216 5677494153993939783 3337641068152824834 16825458760271544958 16068083594358461498 16825458760271544958 10024426167896197626
gossipcop,13035619975307305621,13035619975307305621 16825458760271544958 6054642852583963970 6727606002696392519 18351936669803463359 14188796733752816498 16825458760271544958 13324207489966806024 16825458760271544958 16825458760271544958 489261361409910717 7787580316084008809 5680802531819545432 3619999600427615617 1463353848291039360 16490031906199132469 6533201236849582871 3028674379767916791 14355689033841570820 16825458760271544958 13663933367696231350 3748209011393684971 16502286666109756371 17679984339275540453 17867443678112691481 16825458760271544958 8720592352290422951 16825458760271544958 16825458760271544958
gossipcop,8744856216348931538,8744856216348931538 16342044201270929169 7524307217306688149 16825458760271544958 13367170513057744280 639583763360048018 13168405493354946617 11576856462633884975 14784908227648152757 4213561766178398922 374320010927779408 5024328473467564297 7913313062415126250 3294691054429549320 7779436117127344627 16825458760271544958 343317568251517456 7884968171070571593 5986477485907129154 17833575767780133713 264207603705065819 131739562167655479 376719176777740617 545291108448926183 4630594222376970525 11747193842829600383 16825458760271544958 4918074534739088795 8325296553502269369
gossipcop,13236398380233598488,13865325698426845953 14942993338047399850 2071053617678258890 1609544715960258812 3950304720133198086 17105565220512398632 15389413780711680003 8587994240910426595 4249895965539049632 9109649780075737184 15292860114350834778 15189525173791564579 14875551118939662869 16825458760271544958 17325461060530963812 16825458760271544958 7840062461902624951 12538794288364811345 5657795472605233188 6615894402252541628 9852184812658963018 8899349606763975394 16825458760271544958 16825458760271544958 16825458760271544958 2748789991950578455 5902519091932508363 377361967027606367
gossipcop,4322222832547210776,4317763453701727432 4322222832547210776 2828292498310366998 13330836084474193549 6006387788018966190 3248286675307178004 4067623110668127965 16825458760271544958 16825458760271544958 16558997207936746681 2673687921670950682 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 10122248793472784542 11634698680170191074 12199240629507727766 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 18146431732034324928 2885314218201084067 12177888204075263117 13438868666690792491 3591861782525144404 5460269678521521592 1262077547772951476
gossipcop,26740407174841685,26740407174841685 7877789203064920691 16825458760271544958 16825458760271544958 17142172571804429674 4330039994890354697 16825458760271544958 17064281601154747264 12963320516970566176 17448068221613616249 12719605432882631074 464696246500523032 14106273672763637056 9804336559382062713 7042699301955866838 339882022431170877 10545695353052257382 7830844751460434094 5990984826008640821 15201549579539062142 13204938749048068520 5446693025404251908 12001352801586098749 1790695139806864446 16825458760271544958 11673845226539281366 9451315232383673336 16825458760271544958 17833575767780133713
gossipcop,15178136355169728766,15178136355169728766 5109283350657445768 16125315525751037303 12646086671647677765 16825458760271544958 6954764977959451671 323698876846748571 13616765036951129590 12344082041482865294 11709228727536151433 10626776413963258436 5331602787076546382 18004056105876789579 12209358148849106055 16825458760271544958 15220345424133800054 13288886067099140676 3872006064253709646 14871370886939603066 558728872180623576 4338789893870380624 13285775109182126256 15247509528946048618 16825458760271544958 16020814842353726202 16825458760271544958 15127157890411198089
